season,attendance,type,metric,team,lower,upper
2020,9687.0,historical,overall_avg,Cincinnati,,
2021,62124.0,historical,overall_avg,Cincinnati,,
2022,69337.0,historical,overall_avg,Cincinnati,,
2023,67335.0,historical,overall_avg,Cincinnati,,
2024,69809.0,historical,overall_avg,Cincinnati,,
2025,69090.83100518819,forecast,overall_avg,Cincinnati,61856.8479246777,76324.81408569867
2026,68528.24646142313,forecast,overall_avg,Cincinnati,58297.8494789877,78758.64344385856
2027,67965.66191765806,forecast,overall_avg,Cincinnati,55436.03568112027,80495.28815419585
2028,67403.077373893,forecast,overall_avg,Cincinnati,52935.11121287203,81871.04353491397
2029,66840.49283012793,forecast,overall_avg,Cincinnati,50664.81491402315,83016.1707462327
2006,65582.0,historical,home_avg,Tampa Bay,,
2007,65316.0,historical,home_avg,Tampa Bay,,
2008,64511.0,historical,home_avg,Tampa Bay,,
2009,62991.0,historical,home_avg,Tampa Bay,,
2010,49314.0,historical,home_avg,Tampa Bay,,
2011,56614.0,historical,home_avg,Tampa Bay,,
2012,55102.0,historical,home_avg,Tampa Bay,,
2013,58818.0,historical,home_avg,Tampa Bay,,
2014,59659.0,historical,home_avg,Tampa Bay,,
2015,61560.0,historical,home_avg,Tampa Bay,,
2016,60624.0,historical,home_avg,Tampa Bay,,
2017,59952.0,historical,home_avg,Tampa Bay,,
2018,54356.0,historical,home_avg,Tampa Bay,,
2019,51898.0,historical,home_avg,Tampa Bay,,
2020,14483.0,historical,home_avg,Tampa Bay,,
2021,65372.0,historical,home_avg,Tampa Bay,,
2022,68988.0,historical,home_avg,Tampa Bay,,
2023,63756.0,historical,home_avg,Tampa Bay,,
2024,63689.0,historical,home_avg,Tampa Bay,,
2025,62954.56194435316,forecast,home_avg,Tampa Bay,52571.394651581344,73337.72923712498
2026,62224.764270542175,forecast,home_avg,Tampa Bay,47540.74826471554,76908.78027636881
2027,61494.96659673119,forecast,home_avg,Tampa Bay,43510.793302163016,79479.13989129936
2028,60765.168922920195,forecast,home_avg,Tampa Bay,39998.83433737657,81531.50350846382
2029,60035.37124910921,forecast,home_avg,Tampa Bay,36817.90336071897,83252.83913749945
2006,68265.0,historical,road_avg,Tampa Bay,,
2007,68587.0,historical,road_avg,Tampa Bay,,
2008,66620.0,historical,road_avg,Tampa Bay,,
2009,71059.0,historical,road_avg,Tampa Bay,,
2010,67812.0,historical,road_avg,Tampa Bay,,
2011,68246.0,historical,road_avg,Tampa Bay,,
2012,70454.0,historical,road_avg,Tampa Bay,,
2013,68196.0,historical,road_avg,Tampa Bay,,
2014,68318.0,historical,road_avg,Tampa Bay,,
2015,68614.0,historical,road_avg,Tampa Bay,,
2016,71200.0,historical,road_avg,Tampa Bay,,
2017,69667.0,historical,road_avg,Tampa Bay,,
2018,70623.0,historical,road_avg,Tampa Bay,,
2019,66734.0,historical,road_avg,Tampa Bay,,
2020,7248.0,historical,road_avg,Tampa Bay,,
2021,67760.0,historical,road_avg,Tampa Bay,,
2022,71863.0,historical,road_avg,Tampa Bay,,
2023,69971.0,historical,road_avg,Tampa Bay,,
2024,73369.0,historical,road_avg,Tampa Bay,,
2025,70443.26469078644,forecast,road_avg,Tampa Bay,67162.4717253959,73724.05765617698
2026,70562.14833108126,forecast,road_avg,Tampa Bay,65922.40642408772,75201.8902380748
2027,70681.03197137607,forecast,road_avg,Tampa Bay,64998.53186620509,76363.53207654704
2028,70799.91561167088,forecast,road_avg,Tampa Bay,64238.3296808898,77361.50154245195
2029,70918.79925196568,forecast,road_avg,Tampa Bay,63582.72316124932,78254.87534268205
2006,66923.0,historical,overall_avg,Tampa Bay,,
2007,66842.0,historical,overall_avg,Tampa Bay,,
2008,65565.0,historical,overall_avg,Tampa Bay,,
2009,67294.0,historical,overall_avg,Tampa Bay,,
2010,58563.0,historical,overall_avg,Tampa Bay,,
2011,62817.0,historical,overall_avg,Tampa Bay,,
2012,62778.0,historical,overall_avg,Tampa Bay,,
2013,63507.0,historical,overall_avg,Tampa Bay,,
2014,63988.0,historical,overall_avg,Tampa Bay,,
2015,65087.0,historical,overall_avg,Tampa Bay,,
2016,65912.0,historical,overall_avg,Tampa Bay,,
2017,64810.0,historical,overall_avg,Tampa Bay,,
2018,62490.0,historical,overall_avg,Tampa Bay,,
2019,59316.0,historical,overall_avg,Tampa Bay,,
2020,12312.0,historical,overall_avg,Tampa Bay,,
2021,66636.0,historical,overall_avg,Tampa Bay,,
2022,70341.0,historical,overall_avg,Tampa Bay,,
2023,67046.0,historical,overall_avg,Tampa Bay,,
2024,67924.0,historical,overall_avg,Tampa Bay,,
2025,67918.02080351538,forecast,overall_avg,Tampa Bay,61900.60272882675,73935.438878204
2026,68072.69816197635,forecast,overall_avg,Tampa Bay,59562.7839102827,76582.61241367001
2027,68227.37552043734,forecast,overall_avg,Tampa Bay,57804.90168469335,78649.84935618134
2028,68382.05287889832,forecast,overall_avg,Tampa Bay,56347.21672952107,80416.88902827557
2029,68536.73023735931,forecast,overall_avg,Tampa Bay,55081.37437331964,81992.08610139898
2006,65326.0,historical,home_avg,Los Angeles Rams,,
2007,64294.0,historical,home_avg,Los Angeles Rams,,
2008,59980.0,historical,home_avg,Los Angeles Rams,,
2009,55237.0,historical,home_avg,Los Angeles Rams,,
2010,52922.0,historical,home_avg,Los Angeles Rams,,
2011,56394.0,historical,home_avg,Los Angeles Rams,,
2012,56703.0,historical,home_avg,Los Angeles Rams,,
2013,56957.0,historical,home_avg,Los Angeles Rams,,
2014,57018.0,historical,home_avg,Los Angeles Rams,,
2015,52402.0,historical,home_avg,Los Angeles Rams,,
2016,74121.0,historical,home_avg,Los Angeles Rams,,
2017,63392.0,historical,home_avg,Los Angeles Rams,,
2018,72429.0,historical,home_avg,Los Angeles Rams,,
2019,71229.0,historical,home_avg,Los Angeles Rams,,
2020,,historical,home_avg,Los Angeles Rams,,
2021,71598.0,historical,home_avg,Los Angeles Rams,,
2022,72734.0,historical,home_avg,Los Angeles Rams,,
2023,73150.0,historical,home_avg,Los Angeles Rams,,
2024,73194.0,historical,home_avg,Los Angeles Rams,,
2025,75314.27983449661,forecast,home_avg,Los Angeles Rams,64009.45693470365,86619.10273428957
2026,76474.7359561536,forecast,home_avg,Los Angeles Rams,60487.30209104045,92462.16982126674
2027,77635.19207781059,forecast,home_avg,Los Angeles Rams,58054.66444480105,97215.71971082012
2028,78795.64819946759,forecast,home_avg,Los Angeles Rams,56186.00239988166,101405.29399905351
2029,79956.10432112457,forecast,home_avg,Los Angeles Rams,54677.75184359122,105234.45679865792
2006,68332.0,historical,road_avg,Los Angeles Rams,,
2007,66916.0,historical,road_avg,Los Angeles Rams,,
2008,71283.0,historical,road_avg,Los Angeles Rams,,
2009,62715.0,historical,road_avg,Los Angeles Rams,,
2010,60976.0,historical,road_avg,Los Angeles Rams,,
2011,68862.0,historical,road_avg,Los Angeles Rams,,
2012,61862.0,historical,road_avg,Los Angeles Rams,,
2013,69917.0,historical,road_avg,Los Angeles Rams,,
2014,67908.0,historical,road_avg,Los Angeles Rams,,
2015,67306.0,historical,road_avg,Los Angeles Rams,,
2016,66618.0,historical,road_avg,Los Angeles Rams,,
2017,69390.0,historical,road_avg,Los Angeles Rams,,
2018,65371.0,historical,road_avg,Los Angeles Rams,,
2019,70673.0,historical,road_avg,Los Angeles Rams,,
2020,14063.0,historical,road_avg,Los Angeles Rams,,
2021,68332.0,historical,road_avg,Los Angeles Rams,,
2022,70451.0,historical,road_avg,Los Angeles Rams,,
2023,72205.0,historical,road_avg,Los Angeles Rams,,
2024,67534.0,historical,road_avg,Los Angeles Rams,,
2025,69432.94769438506,forecast,road_avg,Los Angeles Rams,63373.91727230148,75491.97811646864
2026,69590.21050085116,forecast,road_avg,Los Angeles Rams,61021.44750310938,78158.97349859294
2027,69747.47330731727,forecast,road_avg,Los Angeles Rams,59252.92477166301,80242.02184297153
2028,69904.73611378338,forecast,road_avg,Los Angeles Rams,57786.67526961622,82022.79695795054
2029,70061.99892024948,forecast,road_avg,Los Angeles Rams,56513.59501873135,83610.4028217676
2006,66614.0,historical,overall_avg,Los Angeles Rams,,
2007,65605.0,historical,overall_avg,Los Angeles Rams,,
2008,65632.0,historical,overall_avg,Los Angeles Rams,,
2009,58976.0,historical,overall_avg,Los Angeles Rams,,
2010,56949.0,historical,overall_avg,Los Angeles Rams,,
2011,62628.0,historical,overall_avg,Los Angeles Rams,,
2012,59454.0,historical,overall_avg,Los Angeles Rams,,
2013,63437.0,historical,overall_avg,Los Angeles Rams,,
2014,62463.0,historical,overall_avg,Los Angeles Rams,,
2015,59854.0,historical,overall_avg,Los Angeles Rams,,
2016,67452.0,historical,overall_avg,Los Angeles Rams,,
2017,66391.0,historical,overall_avg,Los Angeles Rams,,
2018,68900.0,historical,overall_avg,Los Angeles Rams,,
2019,70933.0,historical,overall_avg,Los Angeles Rams,,
2020,0.0,historical,overall_avg,Los Angeles Rams,,
2021,69869.0,historical,overall_avg,Los Angeles Rams,,
2022,71659.0,historical,overall_avg,Los Angeles Rams,,
2023,72649.0,historical,overall_avg,Los Angeles Rams,,
2024,70530.0,historical,overall_avg,Los Angeles Rams,,
2025,72059.72313425333,forecast,overall_avg,Los Angeles Rams,65788.41061491497,78331.0356535917
2026,72647.59942904189,forecast,overall_avg,Los Angeles Rams,63778.6242103134,81516.57464777038
2027,73235.47572383043,forecast,overall_avg,Los Angeles Rams,62373.24381019361,84097.70763746725
2028,73823.35201861899,forecast,overall_avg,Los Angeles Rams,61280.726979942265,86365.9770572957
2029,74411.22831340753,forecast,overall_avg,Los Angeles Rams,60388.14721202149,88434.30941479356
2006,63603.0,historical,home_avg,Arizona,,
2007,64580.0,historical,home_avg,Arizona,,
2008,64096.0,historical,home_avg,Arizona,,
2009,63142.0,historical,home_avg,Arizona,,
2010,62774.0,historical,home_avg,Arizona,,
2011,61181.0,historical,home_avg,Arizona,,
2012,60890.0,historical,home_avg,Arizona,,
2013,61033.0,historical,home_avg,Arizona,,
2014,61979.0,historical,home_avg,Arizona,,
2015,64185.0,historical,home_avg,Arizona,,
2016,64831.0,historical,home_avg,Arizona,,
2017,64217.0,historical,home_avg,Arizona,,
2018,62013.0,historical,home_avg,Arizona,,
2019,61323.0,historical,home_avg,Arizona,,
2020,2800.0,historical,home_avg,Arizona,,
2021,62622.0,historical,home_avg,Arizona,,
2022,65203.0,historical,home_avg,Arizona,,
2023,62864.0,historical,home_avg,Arizona,,
2024,63975.0,historical,home_avg,Arizona,,
2025,63929.201300017645,forecast,home_avg,Arizona,61286.86523617258,66571.5373638627
2026,63914.114777571136,forecast,home_avg,Arizona,60177.28727973391,67650.94227540836
2027,63899.028255124635,forecast,home_avg,Arizona,59322.367941873425,68475.68856837584
2028,63883.94173267813,forecast,home_avg,Arizona,58599.269604988,69168.61386036826
2029,63868.855210231624,forecast,home_avg,Arizona,57960.41215207484,69777.29826838842
2006,67852.0,historical,road_avg,Arizona,,
2007,69472.0,historical,road_avg,Arizona,,
2008,71787.0,historical,road_avg,Arizona,,
2009,61750.0,historical,road_avg,Arizona,,
2010,65066.0,historical,road_avg,Arizona,,
2011,64026.0,historical,road_avg,Arizona,,
2012,67639.0,historical,road_avg,Arizona,,
2013,63679.0,historical,road_avg,Arizona,,
2014,69686.0,historical,road_avg,Arizona,,
2015,64369.0,historical,road_avg,Arizona,,
2016,69107.0,historical,road_avg,Arizona,,
2017,68667.0,historical,road_avg,Arizona,,
2018,65252.0,historical,road_avg,Arizona,,
2019,63740.0,historical,road_avg,Arizona,,
2020,15147.0,historical,road_avg,Arizona,,
2021,65553.0,historical,road_avg,Arizona,,
2022,69370.0,historical,road_avg,Arizona,,
2023,67850.0,historical,road_avg,Arizona,,
2024,70328.0,historical,road_avg,Arizona,,
2025,67979.02681019918,forecast,road_avg,Arizona,61975.41387039484,73982.63975000352
2026,68300.89016132266,forecast,road_avg,Arizona,59810.499318612754,76791.28100403257
2027,68622.75351244613,forecast,road_avg,Arizona,58224.19087172706,79021.3161531652
2028,68944.61686356961,forecast,road_avg,Arizona,56937.390983960926,80951.84274317829
2029,69266.48021469309,forecast,road_avg,Arizona,55841.99357069323,82690.96685869295
2006,65424.0,historical,overall_avg,Arizona,,
2007,67026.0,historical,overall_avg,Arizona,,
2008,67942.0,historical,overall_avg,Arizona,,
2009,62446.0,historical,overall_avg,Arizona,,
2010,63920.0,historical,overall_avg,Arizona,,
2011,62603.0,historical,overall_avg,Arizona,,
2012,64265.0,historical,overall_avg,Arizona,,
2013,62356.0,historical,overall_avg,Arizona,,
2014,65832.0,historical,overall_avg,Arizona,,
2015,64277.0,historical,overall_avg,Arizona,,
2016,66827.0,historical,overall_avg,Arizona,,
2017,66442.0,historical,overall_avg,Arizona,,
2018,63632.0,historical,overall_avg,Arizona,,
2019,62531.0,historical,overall_avg,Arizona,,
2020,7738.0,historical,overall_avg,Arizona,,
2021,64174.0,historical,overall_avg,Arizona,,
2022,67164.0,historical,overall_avg,Arizona,,
2023,65504.0,historical,overall_avg,Arizona,,
2024,66965.0,historical,overall_avg,Arizona,,
2025,65913.13875639347,forecast,overall_avg,Arizona,61973.05615525901,69853.22135752793
2026,66058.50623756187,forecast,overall_avg,Arizona,60486.387986167254,71630.6244889565
2027,66203.87371873026,forecast,overall_avg,Arizona,59379.450467547234,73028.2969699133
2028,66349.24119989865,forecast,overall_avg,Arizona,58469.07599762973,74229.40640216757
2029,66494.60868106705,forecast,overall_avg,Arizona,57684.31614796621,75304.9012141679
2006,63288.0,historical,home_avg,Dallas,,
2007,63534.0,historical,home_avg,Dallas,,
2008,63368.0,historical,home_avg,Dallas,,
2009,89756.0,historical,home_avg,Dallas,,
2010,87047.0,historical,home_avg,Dallas,,
2011,85512.0,historical,home_avg,Dallas,,
2012,88531.0,historical,home_avg,Dallas,,
2013,88043.0,historical,home_avg,Dallas,,
2014,90069.0,historical,home_avg,Dallas,,
2015,91459.0,historical,home_avg,Dallas,,
2016,92539.0,historical,home_avg,Dallas,,
2017,92721.0,historical,home_avg,Dallas,,
2018,91619.0,historical,home_avg,Dallas,,
2019,90929.0,historical,home_avg,Dallas,,
2020,28187.0,historical,home_avg,Dallas,,
2021,93421.0,historical,home_avg,Dallas,,
2022,93465.0,historical,home_avg,Dallas,,
2023,93594.0,historical,home_avg,Dallas,,
2024,92972.0,historical,home_avg,Dallas,,
2025,95241.84766671364,forecast,home_avg,Dallas,83184.51642454046,107299.17890888682
2026,96451.69583328598,forecast,home_avg,Dallas,79400.05446457982,113503.33720199214
2027,97661.54399985832,forecast,home_avg,Dallas,76777.6336847268,118545.45431498984
2028,98871.39216643067,forecast,home_avg,Dallas,74756.7296820843,122986.05465077703
2029,100081.240333003,forecast,home_avg,Dallas,73120.22804827179,127042.25261773422
2006,72900.0,historical,road_avg,Dallas,,
2007,72550.0,historical,road_avg,Dallas,,
2008,71242.0,historical,road_avg,Dallas,,
2009,73647.0,historical,road_avg,Dallas,,
2010,72699.0,historical,road_avg,Dallas,,
2011,71859.0,historical,road_avg,Dallas,,
2012,72759.0,historical,road_avg,Dallas,,
2013,71904.0,historical,road_avg,Dallas,,
2014,69840.0,historical,road_avg,Dallas,,
2015,72607.0,historical,road_avg,Dallas,,
2016,72721.0,historical,road_avg,Dallas,,
2017,70929.0,historical,road_avg,Dallas,,
2018,71304.0,historical,road_avg,Dallas,,
2019,70199.0,historical,road_avg,Dallas,,
2020,10322.0,historical,road_avg,Dallas,,
2021,68833.0,historical,road_avg,Dallas,,
2022,71046.0,historical,road_avg,Dallas,,
2023,69998.0,historical,road_avg,Dallas,,
2024,70603.0,historical,road_avg,Dallas,,
2025,70046.84715043928,forecast,road_avg,Dallas,68232.81305246131,71860.88124841725
2026,69895.07721401168,forecast,road_avg,Dallas,67329.64559004399,72460.50883797936
2027,69743.30727758406,forecast,road_avg,Dallas,66601.30805322382,72885.30650194429
2028,69591.53734115644,forecast,road_avg,Dallas,65963.46914520049,73219.60553711238
2029,69439.76740472883,forecast,road_avg,Dallas,65383.46384814757,73496.07096131009
2006,68094.0,historical,overall_avg,Dallas,,
2007,67742.0,historical,overall_avg,Dallas,,
2008,67305.0,historical,overall_avg,Dallas,,
2009,81701.0,historical,overall_avg,Dallas,,
2010,79873.0,historical,overall_avg,Dallas,,
2011,78685.0,historical,overall_avg,Dallas,,
2012,80645.0,historical,overall_avg,Dallas,,
2013,79973.0,historical,overall_avg,Dallas,,
2014,80629.0,historical,overall_avg,Dallas,,
2015,82033.0,historical,overall_avg,Dallas,,
2016,82630.0,historical,overall_avg,Dallas,,
2017,81825.0,historical,overall_avg,Dallas,,
2018,81462.0,historical,overall_avg,Dallas,,
2019,80564.0,historical,overall_avg,Dallas,,
2020,25954.0,historical,overall_avg,Dallas,,
2021,80403.0,historical,overall_avg,Dallas,,
2022,82915.0,historical,overall_avg,Dallas,,
2023,81102.0,historical,overall_avg,Dallas,,
2024,82445.0,historical,overall_avg,Dallas,,
2025,82944.3166042625,forecast,overall_avg,Dallas,76230.56292761785,89658.07028090714
2026,83483.95264681603,forecast,overall_avg,Dallas,73989.27114287295,92978.63415075911
2027,84023.58868936956,forecast,overall_avg,Dallas,72395.02621191868,95652.15116682043
2028,84563.2247319231,forecast,overall_avg,Dallas,71135.71737863381,97990.73208521238
2029,85102.86077447662,forecast,overall_avg,Dallas,70090.45116931005,100115.27037964319
2006,62432.0,historical,home_avg,Pittsburgh,,
2007,62084.0,historical,home_avg,Pittsburgh,,
2008,62890.0,historical,home_avg,Pittsburgh,,
2009,63485.0,historical,home_avg,Pittsburgh,,
2010,63083.0,historical,home_avg,Pittsburgh,,
2011,63034.0,historical,home_avg,Pittsburgh,,
2012,61141.0,historical,home_avg,Pittsburgh,,
2013,57311.0,historical,home_avg,Pittsburgh,,
2014,62226.0,historical,home_avg,Pittsburgh,,
2015,64356.0,historical,home_avg,Pittsburgh,,
2016,64312.0,historical,home_avg,Pittsburgh,,
2017,62471.0,historical,home_avg,Pittsburgh,,
2018,63456.0,historical,home_avg,Pittsburgh,,
2019,62237.0,historical,home_avg,Pittsburgh,,
2020,3969.0,historical,home_avg,Pittsburgh,,
2021,60488.0,historical,home_avg,Pittsburgh,,
2022,66280.0,historical,home_avg,Pittsburgh,,
2023,66977.0,historical,home_avg,Pittsburgh,,
2024,66880.0,historical,home_avg,Pittsburgh,,
2025,67120.28185768607,forecast,home_avg,Pittsburgh,62801.966124667815,71438.59759070433
2026,67369.73676944866,forecast,home_avg,Pittsburgh,61262.71609320513,73476.7574456922
2027,67619.19168121125,forecast,home_avg,Pittsburgh,60139.649428499586,75098.73393392291
2028,67868.64659297385,forecast,home_avg,Pittsburgh,59232.01512693733,76505.27805901036
2029,68118.10150473643,forecast,home_avg,Pittsburgh,58462.05397740078,77774.14903207209
2006,70034.0,historical,road_avg,Pittsburgh,,
2007,70579.0,historical,road_avg,Pittsburgh,,
2008,71734.0,historical,road_avg,Pittsburgh,,
2009,67938.0,historical,road_avg,Pittsburgh,,
2010,68130.0,historical,road_avg,Pittsburgh,,
2011,68154.0,historical,road_avg,Pittsburgh,,
2012,73679.0,historical,road_avg,Pittsburgh,,
2013,69109.0,historical,road_avg,Pittsburgh,,
2014,70341.0,historical,road_avg,Pittsburgh,,
2015,66982.0,historical,road_avg,Pittsburgh,,
2016,68890.0,historical,road_avg,Pittsburgh,,
2017,67090.0,historical,road_avg,Pittsburgh,,
2018,66607.0,historical,road_avg,Pittsburgh,,
2019,61086.0,historical,road_avg,Pittsburgh,,
2020,14313.0,historical,road_avg,Pittsburgh,,
2021,69939.0,historical,road_avg,Pittsburgh,,
2022,69004.0,historical,road_avg,Pittsburgh,,
2023,67960.0,historical,road_avg,Pittsburgh,,
2024,68484.0,historical,road_avg,Pittsburgh,,
2025,67585.70442670009,forecast,road_avg,Pittsburgh,63055.4434766238,72115.96537677638
2026,67434.11296437494,forecast,road_avg,Pittsburgh,61027.35648768783,73840.86944106207
2027,67282.52150204981,forecast,road_avg,Pittsburgh,59435.879364972425,75129.1636391272
2028,67130.93003972468,forecast,road_avg,Pittsburgh,58070.4081395721,76191.45193987727
2029,66979.33857739954,forecast,road_avg,Pittsburgh,56849.36713721617,77109.3100175829
2006,65980.0,historical,overall_avg,Pittsburgh,,
2007,66331.0,historical,overall_avg,Pittsburgh,,
2008,67312.0,historical,overall_avg,Pittsburgh,,
2009,65711.0,historical,overall_avg,Pittsburgh,,
2010,65607.0,historical,overall_avg,Pittsburgh,,
2011,65594.0,historical,overall_avg,Pittsburgh,,
2012,67410.0,historical,overall_avg,Pittsburgh,,
2013,62816.0,historical,overall_avg,Pittsburgh,,
2014,66283.0,historical,overall_avg,Pittsburgh,,
2015,65669.0,historical,overall_avg,Pittsburgh,,
2016,66601.0,historical,overall_avg,Pittsburgh,,
2017,64780.0,historical,overall_avg,Pittsburgh,,
2018,65031.0,historical,overall_avg,Pittsburgh,,
2019,61661.0,historical,overall_avg,Pittsburgh,,
2020,10175.0,historical,overall_avg,Pittsburgh,,
2021,64936.0,historical,overall_avg,Pittsburgh,,
2022,67722.0,historical,overall_avg,Pittsburgh,,
2023,67439.0,historical,overall_avg,Pittsburgh,,
2024,67729.0,historical,overall_avg,Pittsburgh,,
2025,65701.98417225394,forecast,overall_avg,Pittsburgh,62440.85516325886,68963.11318124903
2026,65667.03833302365,forecast,overall_avg,Pittsburgh,61055.10545985447,70278.97120619283
2027,65632.09249379336,forecast,overall_avg,Pittsburgh,59983.65136017713,71280.53362740959
2028,65597.14665456307,forecast,overall_avg,Pittsburgh,59074.8886365729,72119.40467255324
2029,65562.20081533278,forecast,overall_avg,Pittsburgh,58270.09466782324,72854.30696284231
2006,62223.0,historical,home_avg,Chicago,,
2007,62158.0,historical,home_avg,Chicago,,
2008,62034.0,historical,home_avg,Chicago,,
2009,62250.0,historical,home_avg,Chicago,,
2010,62195.0,historical,home_avg,Chicago,,
2011,62145.0,historical,home_avg,Chicago,,
2012,62329.0,historical,home_avg,Chicago,,
2013,62358.0,historical,home_avg,Chicago,,
2014,61681.0,historical,home_avg,Chicago,,
2015,62035.0,historical,home_avg,Chicago,,
2016,60368.0,historical,home_avg,Chicago,,
2017,61142.0,historical,home_avg,Chicago,,
2018,61815.0,historical,home_avg,Chicago,,
2019,61916.0,historical,home_avg,Chicago,,
2020,,historical,home_avg,Chicago,,
2021,60834.0,historical,home_avg,Chicago,,
2022,59823.0,historical,home_avg,Chicago,,
2023,61769.0,historical,home_avg,Chicago,,
2024,58649.0,historical,home_avg,Chicago,,
2025,60028.95205217977,forecast,home_avg,Chicago,58477.22249669015,61580.68160766939
2026,59788.05413839896,forecast,home_avg,Chicago,57593.577155890365,61982.53112090756
2027,59547.15622461816,forecast,home_avg,Chicago,56859.48179490386,62234.83065433245
2028,59306.258310837344,forecast,home_avg,Chicago,56202.799199858106,62409.71742181658
2029,59065.36039705654,forecast,home_avg,Chicago,55595.587628286215,62535.13316582686
2006,69546.0,historical,road_avg,Chicago,,
2007,69636.0,historical,road_avg,Chicago,,
2008,66516.0,historical,road_avg,Chicago,,
2009,66639.0,historical,road_avg,Chicago,,
2010,67793.0,historical,road_avg,Chicago,,
2011,68456.0,historical,road_avg,Chicago,,
2012,69728.0,historical,road_avg,Chicago,,
2013,69776.0,historical,road_avg,Chicago,,
2014,69614.0,historical,road_avg,Chicago,,
2015,65472.0,historical,road_avg,Chicago,,
2016,72207.0,historical,road_avg,Chicago,,
2017,66635.0,historical,road_avg,Chicago,,
2018,69389.0,historical,road_avg,Chicago,,
2019,70765.0,historical,road_avg,Chicago,,
2020,12185.0,historical,road_avg,Chicago,,
2021,65907.0,historical,road_avg,Chicago,,
2022,74107.0,historical,road_avg,Chicago,,
2023,68592.0,historical,road_avg,Chicago,,
2024,68520.0,historical,road_avg,Chicago,,
2025,69374.26463279656,forecast,road_avg,Chicago,64985.372031211926,73763.1572343812
2026,69424.6869015924,forecast,road_avg,Chicago,63217.85546063247,75631.51834255233
2027,69475.10917038826,forecast,road_avg,Chicago,61873.32419548051,77076.894145296
2028,69525.5314391841,forecast,road_avg,Chicago,60747.74623601482,78303.31664235337
2029,69575.95370797995,forecast,road_avg,Chicago,59762.09150489079,79389.8159110691
2006,65640.0,historical,overall_avg,Chicago,,
2007,65363.0,historical,overall_avg,Chicago,,
2008,64275.0,historical,overall_avg,Chicago,,
2009,64444.0,historical,overall_avg,Chicago,,
2010,64807.0,historical,overall_avg,Chicago,,
2011,65090.0,historical,overall_avg,Chicago,,
2012,66028.0,historical,overall_avg,Chicago,,
2013,66067.0,historical,overall_avg,Chicago,,
2014,65647.0,historical,overall_avg,Chicago,,
2015,63754.0,historical,overall_avg,Chicago,,
2016,66287.0,historical,overall_avg,Chicago,,
2017,63888.0,historical,overall_avg,Chicago,,
2018,65602.0,historical,overall_avg,Chicago,,
2019,66045.0,historical,overall_avg,Chicago,,
2020,9139.0,historical,overall_avg,Chicago,,
2021,63520.0,historical,overall_avg,Chicago,,
2022,66545.0,historical,overall_avg,Chicago,,
2023,65381.0,historical,overall_avg,Chicago,,
2024,63294.0,historical,overall_avg,Chicago,,
2025,64983.169890088655,forecast,overall_avg,Chicago,63056.72929053487,66909.61048964244
2026,64974.53634898638,forecast,overall_avg,Chicago,62250.13792599127,67698.9347719815
2027,64965.90280788411,forecast,overall_avg,Chicago,61629.209811693516,68302.5958040747
2028,64957.269266781834,forecast,overall_avg,Chicago,61104.38806767428,68810.1504658894
2029,64948.63572567956,forecast,overall_avg,Chicago,60640.98359046186,69256.28786089725
2006,60889.0,historical,home_avg,Detroit,,
2007,61304.0,historical,home_avg,Detroit,,
2008,54497.0,historical,home_avg,Detroit,,
2009,49395.0,historical,home_avg,Detroit,,
2010,56285.0,historical,home_avg,Detroit,,
2011,63742.0,historical,home_avg,Detroit,,
2012,63769.0,historical,home_avg,Detroit,,
2013,63796.0,historical,home_avg,Detroit,,
2014,63024.0,historical,home_avg,Detroit,,
2015,61347.0,historical,home_avg,Detroit,,
2016,60792.0,historical,home_avg,Detroit,,
2017,64137.0,historical,home_avg,Detroit,,
2018,62795.0,historical,home_avg,Detroit,,
2019,61342.0,historical,home_avg,Detroit,,
2020,,historical,home_avg,Detroit,,
2021,51522.0,historical,home_avg,Detroit,,
2022,63423.0,historical,home_avg,Detroit,,
2023,64850.0,historical,home_avg,Detroit,,
2024,64922.0,historical,home_avg,Detroit,,
2025,63066.83367538266,forecast,home_avg,Detroit,54112.48774727962,72021.1796034857
2026,63293.43450110743,forecast,home_avg,Detroit,50630.077047403815,75956.79195481105
2027,63520.035326832214,forecast,home_avg,Detroit,48010.653230810254,79029.41742285418
2028,63746.636152556996,forecast,home_avg,Detroit,45837.944296350914,81655.32800876308
2029,63973.23697828177,forecast,home_avg,Detroit,43950.710788994926,83995.76316756861
2006,67183.0,historical,road_avg,Detroit,,
2007,70135.0,historical,road_avg,Detroit,,
2008,66808.0,historical,road_avg,Detroit,,
2009,67064.0,historical,road_avg,Detroit,,
2010,65866.0,historical,road_avg,Detroit,,
2011,66455.0,historical,road_avg,Detroit,,
2012,66036.0,historical,road_avg,Detroit,,
2013,67934.0,historical,road_avg,Detroit,,
2014,69820.0,historical,road_avg,Detroit,,
2015,66870.0,historical,road_avg,Detroit,,
2016,73620.0,historical,road_avg,Detroit,,
2017,66708.0,historical,road_avg,Detroit,,
2018,69033.0,historical,road_avg,Detroit,,
2019,65143.0,historical,road_avg,Detroit,,
2020,10770.0,historical,road_avg,Detroit,,
2021,68313.0,historical,road_avg,Detroit,,
2022,73315.0,historical,road_avg,Detroit,,
2023,72389.0,historical,road_avg,Detroit,,
2024,71128.0,historical,road_avg,Detroit,,
2025,70693.21446540441,forecast,road_avg,Detroit,65753.04459056692,75633.3843402419
